Survey,ResponseId,Department,Survey Question,Response
Pre,R_60xtKkCCZcJ3Ujw,Emergency Department (ED),Q2_5,3
Pre,R_7YM79lZe2hEnE1c,Other,Q2_1,2
Pre,R_7YM79lZe2hEnE1c,Other,Q2_2,2
Pre,R_7YM79lZe2hEnE1c,Other,Q2_3,2
Pre,R_7YM79lZe2hEnE1c,Other,Q2_4,3
Pre,R_7YM79lZe2hEnE1c,Other,Q2_5,3
Pre,R_6ZCgvsNtn8Kq6K5,Other,Q2_1,3
Pre,R_6ZCgvsNtn8Kq6K5,Other,Q2_2,4
Pre,R_6ZCgvsNtn8Kq6K5,Other,Q2_3,4
Pre,R_6ZCgvsNtn8Kq6K5,Other,Q2_4,4
Pre,R_6ZCgvsNtn8Kq6K5,Other,Q2_5,4
Pre,R_3VyasLJUnS9aaFX,Emergency Department (ED),Q2_1,4
Pre,R_3VyasLJUnS9aaFX,Emergency Department (ED),Q2_2,4
Pre,R_3VyasLJUnS9aaFX,Emergency Department (ED),Q2_3,3
Pre,R_3VyasLJUnS9aaFX,Emergency Department (ED),Q2_4,3
Pre,R_3VyasLJUnS9aaFX,Emergency Department (ED),Q2_5,4
Pre,R_515PqyJNKi4Wf4J,Other,Q2_1,2
Pre,R_515PqyJNKi4Wf4J,Other,Q2_2,3
Pre,R_515PqyJNKi4Wf4J,Other,Q2_3,2
Pre,R_515PqyJNKi4Wf4J,Other,Q2_4,4
Pre,R_515PqyJNKi4Wf4J,Other,Q2_5,1
Pre,R_6oOlpnnAQiLmUnv,Emergency Department (ED),Q2_1,3
Pre,R_6oOlpnnAQiLmUnv,Emergency Department (ED),Q2_2,3
Pre,R_6oOlpnnAQiLmUnv,Emergency Department (ED),Q2_3,3
Pre,R_6oOlpnnAQiLmUnv,Emergency Department (ED),Q2_4,2
Pre,R_6oOlpnnAQiLmUnv,Emergency Department (ED),Q2_5,2
Pre,R_3mCJ37pCHj4SfXr,Other,Q2_1,2
Pre,R_3mCJ37pCHj4SfXr,Other,Q2_2,4
Pre,R_3mCJ37pCHj4SfXr,Other,Q2_3,2
Pre,R_3mCJ37pCHj4SfXr,Other,Q2_4,2
Pre,R_3mCJ37pCHj4SfXr,Other,Q2_5,2
Pre,R_6hg588AKEE5BGEh,Emergency Department (ED),Q2_1,3
Pre,R_6hg588AKEE5BGEh,Emergency Department (ED),Q2_2,2
Pre,R_6hg588AKEE5BGEh,Emergency Department (ED),Q2_3,3
Pre,R_6hg588AKEE5BGEh,Emergency Department (ED),Q2_4,3
Pre,R_6hg588AKEE5BGEh,Emergency Department (ED),Q2_5,2
Pre,R_62G8PSjyPCQ8e7w,Other,Q2_1,2
Pre,R_62G8PSjyPCQ8e7w,Other,Q2_2,1
Pre,R_62G8PSjyPCQ8e7w,Other,Q2_3,2
Pre,R_62G8PSjyPCQ8e7w,Other,Q2_4,3
Pre,R_62G8PSjyPCQ8e7w,Other,Q2_5,2
Pre,R_74urAGXR4nZSuNS,Emergency Department (ED),Q2_1,4
Pre,R_74urAGXR4nZSuNS,Emergency Department (ED),Q2_2,4
Pre,R_74urAGXR4nZSuNS,Emergency Department (ED),Q2_3,3
Pre,R_74urAGXR4nZSuNS,Emergency Department (ED),Q2_4,3
Pre,R_74urAGXR4nZSuNS,Emergency Department (ED),Q2_5,3
Pre,R_3m3qzfi4c05Czyq,Emergency Department (ED),Q2_1,3
Pre,R_3m3qzfi4c05Czyq,Emergency Department (ED),Q2_2,3
Pre,R_3m3qzfi4c05Czyq,Emergency Department (ED),Q2_3,4
Pre,R_3m3qzfi4c05Czyq,Emergency Department (ED),Q2_4,5
Pre,R_3m3qzfi4c05Czyq,Emergency Department (ED),Q2_5,5
Pre,R_1zONZlXuqpyxnJT,Emergency Department (ED),Q2_1,2
Pre,R_1zONZlXuqpyxnJT,Emergency Department (ED),Q2_2,2
Pre,R_1zONZlXuqpyxnJT,Emergency Department (ED),Q2_3,3
Pre,R_1zONZlXuqpyxnJT,Emergency Department (ED),Q2_4,2
Pre,R_1zONZlXuqpyxnJT,Emergency Department (ED),Q2_5,1
Pre,R_3kKYe8NLuo27L5n,Emergency Department (ED),Q2_1,2
Pre,R_3kKYe8NLuo27L5n,Emergency Department (ED),Q2_2,2
Pre,R_3kKYe8NLuo27L5n,Emergency Department (ED),Q2_3,3
Pre,R_3kKYe8NLuo27L5n,Emergency Department (ED),Q2_4,4
Pre,R_3kKYe8NLuo27L5n,Emergency Department (ED),Q2_5,2
Pre,R_7fk3njgQhv4k9eM,Other,Q2_1,4
Pre,R_7fk3njgQhv4k9eM,Other,Q2_2,4
Pre,R_7fk3njgQhv4k9eM,Other,Q2_3,3
Pre,R_7fk3njgQhv4k9eM,Other,Q2_4,3
Pre,R_7fk3njgQhv4k9eM,Other,Q2_5,2
Pre,R_52LtLfQXWu1NEus,Emergency Department (ED),Q2_1,2
Pre,R_52LtLfQXWu1NEus,Emergency Department (ED),Q2_2,2
Pre,R_52LtLfQXWu1NEus,Emergency Department (ED),Q2_3,4
Pre,R_52LtLfQXWu1NEus,Emergency Department (ED),Q2_4,2
Pre,R_52LtLfQXWu1NEus,Emergency Department (ED),Q2_5,2
Pre,R_6PB1OYRvKlXCaaa,Other,Q2_1,1
Pre,R_6PB1OYRvKlXCaaa,Other,Q2_2,3
Pre,R_6PB1OYRvKlXCaaa,Other,Q2_3,2
Pre,R_6PB1OYRvKlXCaaa,Other,Q2_4,2
Pre,R_6PB1OYRvKlXCaaa,Other,Q2_5,2
Pre,R_7FK4lXvhYGWEXFn,Emergency Department (ED),Q2_1,3
Pre,R_7FK4lXvhYGWEXFn,Emergency Department (ED),Q2_2,3
Pre,R_7FK4lXvhYGWEXFn,Emergency Department (ED),Q2_3,3
Pre,R_7FK4lXvhYGWEXFn,Emergency Department (ED),Q2_4,5
Pre,R_7FK4lXvhYGWEXFn,Emergency Department (ED),Q2_5,4
Pre,R_30wt3o4vYrXvfz0,Emergency Department (ED),Q2_1,4
Pre,R_30wt3o4vYrXvfz0,Emergency Department (ED),Q2_2,3
Pre,R_30wt3o4vYrXvfz0,Emergency Department (ED),Q2_3,4
Pre,R_30wt3o4vYrXvfz0,Emergency Department (ED),Q2_4,4
Pre,R_30wt3o4vYrXvfz0,Emergency Department (ED),Q2_5,4
Pre,R_5meNrCpxYmPs1qC,Emergency Department (ED),Q2_1,2
Pre,R_5meNrCpxYmPs1qC,Emergency Department (ED),Q2_2,3
Pre,R_5meNrCpxYmPs1qC,Emergency Department (ED),Q2_3,3
Pre,R_5meNrCpxYmPs1qC,Emergency Department (ED),Q2_4,4
Pre,R_5meNrCpxYmPs1qC,Emergency Department (ED),Q2_5,4
Post,R_60UcdKL25M06EQ0,Emergency Department (ED),Q2_1,5
Post,R_60UcdKL25M06EQ0,Emergency Department (ED),Q2_2,5
Post,R_60UcdKL25M06EQ0,Emergency Department (ED),Q2_3,5
Post,R_60UcdKL25M06EQ0,Emergency Department (ED),Q2_4,5
Post,R_60UcdKL25M06EQ0,Emergency Department (ED),Q2_5,5
Post,R_3F2Lv1daSlNxh2b,Emergency Department (ED),Q2_1,2
Post,R_3F2Lv1daSlNxh2b,Emergency Department (ED),Q2_2,3
Post,R_3F2Lv1daSlNxh2b,Emergency Department (ED),Q2_3,2
Post,R_3F2Lv1daSlNxh2b,Emergency Department (ED),Q2_4,4
Post,R_3F2Lv1daSlNxh2b,Emergency Department (ED),Q2_5,4
Post,R_7iE769zhmAQJwYN,Other,Q2_1,2
Post,R_7iE769zhmAQJwYN,Other,Q2_2,2
Post,R_7iE769zhmAQJwYN,Other,Q2_3,2
Post,R_7iE769zhmAQJwYN,Other,Q2_4,3
Post,R_7iE769zhmAQJwYN,Other,Q2_5,3
Post,R_5aEkYbtEL7gaBaI,Emergency Department (ED),Q2_1,2
Post,R_5aEkYbtEL7gaBaI,Emergency Department (ED),Q2_2,2
Post,R_5aEkYbtEL7gaBaI,Emergency Department (ED),Q2_3,2
Post,R_5aEkYbtEL7gaBaI,Emergency Department (ED),Q2_4,2
Post,R_5aEkYbtEL7gaBaI,Emergency Department (ED),Q2_5,2
Post,R_1YqPWp03c38W3HY,Emergency Department (ED),Q2_1,4
Post,R_1YqPWp03c38W3HY,Emergency Department (ED),Q2_2,3
Post,R_1YqPWp03c38W3HY,Emergency Department (ED),Q2_3,4
Post,R_1YqPWp03c38W3HY,Emergency Department (ED),Q2_4,4
Post,R_1YqPWp03c38W3HY,Emergency Department (ED),Q2_5,4
Post,R_5U0gMFr9bktsrHb,Emergency Department (ED),Q2_1,3
Post,R_5U0gMFr9bktsrHb,Emergency Department (ED),Q2_2,4
Post,R_5U0gMFr9bktsrHb,Emergency Department (ED),Q2_3,4
Post,R_5U0gMFr9bktsrHb,Emergency Department (ED),Q2_4,4
Post,R_5U0gMFr9bktsrHb,Emergency Department (ED),Q2_5,3
Post,R_5JQLE7hMr1gHk7v,Other,Q2_1,2
Post,R_5JQLE7hMr1gHk7v,Other,Q2_2,4
Post,R_5JQLE7hMr1gHk7v,Other,Q2_3,2
Post,R_5JQLE7hMr1gHk7v,Other,Q2_4,2
Post,R_5JQLE7hMr1gHk7v,Other,Q2_5,3
Post,R_6VVSdkMMLBIOdxf,Other,Q2_1,4
Post,R_6VVSdkMMLBIOdxf,Other,Q2_2,4
Post,R_6VVSdkMMLBIOdxf,Other,Q2_3,4
Post,R_6VVSdkMMLBIOdxf,Other,Q2_4,4
Post,R_6VVSdkMMLBIOdxf,Other,Q2_5,4
Post,R_3tmwmNfCTak7tu0,Emergency Department (ED),Q2_1,4
Post,R_3tmwmNfCTak7tu0,Emergency Department (ED),Q2_2,3
Post,R_3tmwmNfCTak7tu0,Emergency Department (ED),Q2_3,3
Post,R_3tmwmNfCTak7tu0,Emergency Department (ED),Q2_4,4
Post,R_3tmwmNfCTak7tu0,Emergency Department (ED),Q2_5,4
Post,R_1PbPVpnsqa9HefE,Emergency Department (ED),Q2_1,3
Post,R_1PbPVpnsqa9HefE,Emergency Department (ED),Q2_2,2
Post,R_1PbPVpnsqa9HefE,Emergency Department (ED),Q2_3,2
Post,R_1PbPVpnsqa9HefE,Emergency Department (ED),Q2_4,2
Post,R_1PbPVpnsqa9HefE,Emergency Department (ED),Q2_5,2
Post,R_2XBlZXBYr9MLncB,Other,Q2_1,2
Post,R_2XBlZXBYr9MLncB,Other,Q2_2,2
Post,R_2XBlZXBYr9MLncB,Other,Q2_3,4
Post,R_2XBlZXBYr9MLncB,Other,Q2_4,3
Post,R_2XBlZXBYr9MLncB,Other,Q2_5,2
Post,R_7pxsdLl648nYng0,Emergency Department (ED),Q2_1,3
Post,R_7pxsdLl648nYng0,Emergency Department (ED),Q2_2,3
Post,R_7pxsdLl648nYng0,Emergency Department (ED),Q2_3,2
Post,R_7pxsdLl648nYng0,Emergency Department (ED),Q2_4,4
Post,R_7pxsdLl648nYng0,Emergency Department (ED),Q2_5,4
Post,R_5Soi2sy8JUyDwvu,Emergency Department (ED),Q2_1,4
Post,R_5Soi2sy8JUyDwvu,Emergency Department (ED),Q2_2,5
Post,R_5Soi2sy8JUyDwvu,Emergency Department (ED),Q2_3,5
Post,R_5Soi2sy8JUyDwvu,Emergency Department (ED),Q2_4,5
Post,R_5Soi2sy8JUyDwvu,Emergency Department (ED),Q2_5,4
Post,R_7EAJs13MJocdlnj,Other,Q2_1,2
Post,R_7EAJs13MJocdlnj,Other,Q2_2,3
Post,R_7EAJs13MJocdlnj,Other,Q2_3,3
Post,R_7EAJs13MJocdlnj,Other,Q2_4,3
Post,R_7EAJs13MJocdlnj,Other,Q2_5,3
Post,R_5pxB7JAjasJooeZ,Emergency Department (ED),Q2_1,4
Post,R_5pxB7JAjasJooeZ,Emergency Department (ED),Q2_2,5
Post,R_5pxB7JAjasJooeZ,Emergency Department (ED),Q2_3,4
Post,R_5pxB7JAjasJooeZ,Emergency Department (ED),Q2_4,5
Post,R_5pxB7JAjasJooeZ,Emergency Department (ED),Q2_5,4
Post,R_6rJRNkv67EXhXrA,Other,Q2_1,2
Post,R_6rJRNkv67EXhXrA,Other,Q2_2,2
Post,R_6rJRNkv67EXhXrA,Other,Q2_3,2
Post,R_6rJRNkv67EXhXrA,Other,Q2_4,2
Post,R_6rJRNkv67EXhXrA,Other,Q2_5,2
Post,R_7PBIaM8S07Mgo6T,Emergency Department (ED),Q2_1,3
Post,R_7PBIaM8S07Mgo6T,Emergency Department (ED),Q2_2,4
Post,R_7PBIaM8S07Mgo6T,Emergency Department (ED),Q2_3,4
Post,R_7PBIaM8S07Mgo6T,Emergency Department (ED),Q2_4,4
Post,R_7PBIaM8S07Mgo6T,Emergency Department (ED),Q2_5,4
Post,R_1NycC48zieAUvV4,Emergency Department (ED),Q2_1,3
Post,R_1NycC48zieAUvV4,Emergency Department (ED),Q2_2,3
Post,R_1NycC48zieAUvV4,Emergency Department (ED),Q2_3,3
Post,R_1NycC48zieAUvV4,Emergency Department (ED),Q2_4,5
Post,R_1NycC48zieAUvV4,Emergency Department (ED),Q2_5,5
Post,R_6PKRP9eNwLzrTi8,Other,Q2_1,2
Post,R_6PKRP9eNwLzrTi8,Other,Q2_2,3
Post,R_6PKRP9eNwLzrTi8,Other,Q2_3,2
Post,R_6PKRP9eNwLzrTi8,Other,Q2_4,1
Post,R_6PKRP9eNwLzrTi8,Other,Q2_5,1
Post,R_5qOwoWnxtvj4K8b,Emergency Department (ED),Q2_1,2
Post,R_5qOwoWnxtvj4K8b,Emergency Department (ED),Q2_2,3
Post,R_5qOwoWnxtvj4K8b,Emergency Department (ED),Q2_3,2
Post,R_5qOwoWnxtvj4K8b,Emergency Department (ED),Q2_4,3
Post,R_5qOwoWnxtvj4K8b,Emergency Department (ED),Q2_5,2
Post,R_7EXV0Pma69IQjw6,Emergency Department (ED),Q2_1,4
Post,R_7EXV0Pma69IQjw6,Emergency Department (ED),Q2_2,4
Post,R_7EXV0Pma69IQjw6,Emergency Department (ED),Q2_3,5
Post,R_7EXV0Pma69IQjw6,Emergency Department (ED),Q2_4,4
Post,R_7EXV0Pma69IQjw6,Emergency Department (ED),Q2_5,4
Post,R_3LGz1mFH2tts3SP,Emergency Department (ED),Q2_1,4
Post,R_3LGz1mFH2tts3SP,Emergency Department (ED),Q2_2,4
Post,R_3LGz1mFH2tts3SP,Emergency Department (ED),Q2_3,4
Post,R_3LGz1mFH2tts3SP,Emergency Department (ED),Q2_4,4
Post,R_3LGz1mFH2tts3SP,Emergency Department (ED),Q2_5,4
Post,R_3RxOgquCVdoRsHv,Other,Q2_1,4
Post,R_3RxOgquCVdoRsHv,Other,Q2_2,4
Post,R_3RxOgquCVdoRsHv,Other,Q2_3,4
Post,R_3RxOgquCVdoRsHv,Other,Q2_4,4
Post,R_3RxOgquCVdoRsHv,Other,Q2_5,4
Post,R_3tzgWRMH4PJlfd1,Emergency Department (ED),Q2_1,4
Post,R_3tzgWRMH4PJlfd1,Emergency Department (ED),Q2_2,5
Post,R_3tzgWRMH4PJlfd1,Emergency Department (ED),Q2_3,4
Post,R_3tzgWRMH4PJlfd1,Emergency Department (ED),Q2_4,4
Post,R_3tzgWRMH4PJlfd1,Emergency Department (ED),Q2_5,4
Post,R_1eEu3bjkjBNhFtM,Emergency Department (ED),Q2_1,4
Post,R_1eEu3bjkjBNhFtM,Emergency Department (ED),Q2_2,4
Post,R_1eEu3bjkjBNhFtM,Emergency Department (ED),Q2_3,4
Post,R_1eEu3bjkjBNhFtM,Emergency Department (ED),Q2_4,4
Post,R_1eEu3bjkjBNhFtM,Emergency Department (ED),Q2_5,4
Post,R_3VU5UQB7HoUhrRn,Emergency Department (ED),Q2_1,3
Post,R_3VU5UQB7HoUhrRn,Emergency Department (ED),Q2_2,3
Post,R_3VU5UQB7HoUhrRn,Emergency Department (ED),Q2_3,4
Post,R_3VU5UQB7HoUhrRn,Emergency Department (ED),Q2_4,5
Post,R_3VU5UQB7HoUhrRn,Emergency Department (ED),Q2_5,5
Post,R_6QX9VvIJeFMw4Cb,Emergency Department (ED),Q2_1,5
Post,R_6QX9VvIJeFMw4Cb,Emergency Department (ED),Q2_2,5
Post,R_6QX9VvIJeFMw4Cb,Emergency Department (ED),Q2_3,5
Post,R_6QX9VvIJeFMw4Cb,Emergency Department (ED),Q2_4,5
Post,R_6QX9VvIJeFMw4Cb,Emergency Department (ED),Q2_5,5
Post,R_64qjTY70eXrnAxd,Emergency Department (ED),Q2_1,5
Post,R_64qjTY70eXrnAxd,Emergency Department (ED),Q2_2,5
Post,R_64qjTY70eXrnAxd,Emergency Department (ED),Q2_3,5
Post,R_64qjTY70eXrnAxd,Emergency Department (ED),Q2_4,4
Post,R_64qjTY70eXrnAxd,Emergency Department (ED),Q2_5,4
Post,R_1YmcYqDT49ebDJD,Emergency Department (ED),Q2_1,2
Post,R_1YmcYqDT49ebDJD,Emergency Department (ED),Q2_2,2
Post,R_1YmcYqDT49ebDJD,Emergency Department (ED),Q2_3,2
Post,R_1YmcYqDT49ebDJD,Emergency Department (ED),Q2_4,2
Post,R_1YmcYqDT49ebDJD,Emergency Department (ED),Q2_5,1
Post,R_5m3QofgnlqzJrMZ,Emergency Department (ED),Q2_1,4
Post,R_5m3QofgnlqzJrMZ,Emergency Department (ED),Q2_2,4
Post,R_5m3QofgnlqzJrMZ,Emergency Department (ED),Q2_3,4
Post,R_5m3QofgnlqzJrMZ,Emergency Department (ED),Q2_4,4
Post,R_5m3QofgnlqzJrMZ,Emergency Department (ED),Q2_5,4
Post,R_1WIQU8SdUCzjaxj,Emergency Department (ED),Q2_1,4
Post,R_1WIQU8SdUCzjaxj,Emergency Department (ED),Q2_2,4
Post,R_1WIQU8SdUCzjaxj,Emergency Department (ED),Q2_3,4
Post,R_1WIQU8SdUCzjaxj,Emergency Department (ED),Q2_4,4
Post,R_1WIQU8SdUCzjaxj,Emergency Department (ED),Q2_5,4
Post,R_5X6BqP9KaKR6Imy,Emergency Department (ED),Q2_1,4
Post,R_5X6BqP9KaKR6Imy,Emergency Department (ED),Q2_2,3
Post,R_5X6BqP9KaKR6Imy,Emergency Department (ED),Q2_3,4
Post,R_5X6BqP9KaKR6Imy,Emergency Department (ED),Q2_4,4
Post,R_5X6BqP9KaKR6Imy,Emergency Department (ED),Q2_5,3
Post,R_7h4rPhBDOaVl5Im,Emergency Department (ED),Q2_1,4
Post,R_7h4rPhBDOaVl5Im,Emergency Department (ED),Q2_2,3
Post,R_7h4rPhBDOaVl5Im,Emergency Department (ED),Q2_3,4
Post,R_7h4rPhBDOaVl5Im,Emergency Department (ED),Q2_4,3
Post,R_7h4rPhBDOaVl5Im,Emergency Department (ED),Q2_5,3
Post,R_6lWeljPIE70Mvdv,Emergency Department (ED),Q2_1,1
Post,R_6lWeljPIE70Mvdv,Emergency Department (ED),Q2_2,3
Post,R_6lWeljPIE70Mvdv,Emergency Department (ED),Q2_3,3
Post,R_6lWeljPIE70Mvdv,Emergency Department (ED),Q2_4,5
Post,R_6lWeljPIE70Mvdv,Emergency Department (ED),Q2_5,5
Post,R_2TNL8XpTjfdw1z5,Emergency Department (ED),Q2_1,2
Post,R_2TNL8XpTjfdw1z5,Emergency Department (ED),Q2_2,2
Post,R_2TNL8XpTjfdw1z5,Emergency Department (ED),Q2_3,2
Post,R_2TNL8XpTjfdw1z5,Emergency Department (ED),Q2_4,4
Post,R_2TNL8XpTjfdw1z5,Emergency Department (ED),Q2_5,2
Post,R_11hvXZO1MjdkGNM,Emergency Department (ED),Q2_1,4
Post,R_11hvXZO1MjdkGNM,Emergency Department (ED),Q2_2,4
Post,R_11hvXZO1MjdkGNM,Emergency Department (ED),Q2_3,4
Post,R_11hvXZO1MjdkGNM,Emergency Department (ED),Q2_4,5
Post,R_11hvXZO1MjdkGNM,Emergency Department (ED),Q2_5,4
Post,R_5BC0ppP32A2hWzn,Emergency Department (ED),Q2_1,4
Post,R_5BC0ppP32A2hWzn,Emergency Department (ED),Q2_2,4
Post,R_5BC0ppP32A2hWzn,Emergency Department (ED),Q2_3,3
Post,R_5BC0ppP32A2hWzn,Emergency Department (ED),Q2_4,4
Post,R_5BC0ppP32A2hWzn,Emergency Department (ED),Q2_5,3
Post,R_1ie7RPjow4Y0b7y,Other,Q2_1,2
Post,R_1ie7RPjow4Y0b7y,Other,Q2_2,1
Post,R_1ie7RPjow4Y0b7y,Other,Q2_3,3
Post,R_1ie7RPjow4Y0b7y,Other,Q2_4,2
Post,R_1ie7RPjow4Y0b7y,Other,Q2_5,2
Post,R_7Ege4wCur2z9UTO,Emergency Department (ED),Q2_1,4
Post,R_7Ege4wCur2z9UTO,Emergency Department (ED),Q2_2,3
Post,R_7Ege4wCur2z9UTO,Emergency Department (ED),Q2_3,4
Post,R_7Ege4wCur2z9UTO,Emergency Department (ED),Q2_4,4
Post,R_7Ege4wCur2z9UTO,Emergency Department (ED),Q2_5,4
Post,R_7P5so9SIb6Oj6Ps,Emergency Department (ED),Q2_1,4
Post,R_7P5so9SIb6Oj6Ps,Emergency Department (ED),Q2_2,5
Post,R_7P5so9SIb6Oj6Ps,Emergency Department (ED),Q2_3,4
Post,R_7P5so9SIb6Oj6Ps,Emergency Department (ED),Q2_4,4
Post,R_7P5so9SIb6Oj6Ps,Emergency Department (ED),Q2_5,2
Post,R_7JVdemnwJpflUBa,Emergency Department (ED),Q2_1,3
Post,R_7JVdemnwJpflUBa,Emergency Department (ED),Q2_2,4
Post,R_7JVdemnwJpflUBa,Emergency Department (ED),Q2_3,3
Post,R_7JVdemnwJpflUBa,Emergency Department (ED),Q2_4,2
Post,R_7JVdemnwJpflUBa,Emergency Department (ED),Q2_5,2
Post,R_6l3snJqxGc1jFRw,Other,Q2_1,4
Post,R_6l3snJqxGc1jFRw,Other,Q2_2,2
Post,R_6l3snJqxGc1jFRw,Other,Q2_3,3
Post,R_6l3snJqxGc1jFRw,Other,Q2_4,4
Post,R_6l3snJqxGc1jFRw,Other,Q2_5,4
Post,R_70HlWZrXf3N9dBr,Emergency Department (ED),Q2_1,2
Post,R_70HlWZrXf3N9dBr,Emergency Department (ED),Q2_2,2
Post,R_70HlWZrXf3N9dBr,Emergency Department (ED),Q2_3,4
Post,R_70HlWZrXf3N9dBr,Emergency Department (ED),Q2_4,4
Post,R_70HlWZrXf3N9dBr,Emergency Department (ED),Q2_5,3
Post,R_6wsnmKS8zHYPCtP,Emergency Department (ED),Q2_1,4
Post,R_6wsnmKS8zHYPCtP,Emergency Department (ED),Q2_2,4
Post,R_6wsnmKS8zHYPCtP,Emergency Department (ED),Q2_3,4
Post,R_6wsnmKS8zHYPCtP,Emergency Department (ED),Q2_4,4
Post,R_6wsnmKS8zHYPCtP,Emergency Department (ED),Q2_5,4
Post,R_6IEGStC4T7yRZcs,Emergency Department (ED),Q2_1,4
Post,R_6IEGStC4T7yRZcs,Emergency Department (ED),Q2_2,4
Post,R_6IEGStC4T7yRZcs,Emergency Department (ED),Q2_3,4
Post,R_6IEGStC4T7yRZcs,Emergency Department (ED),Q2_4,5
Post,R_6IEGStC4T7yRZcs,Emergency Department (ED),Q2_5,4
Post,R_78Q4sKaBMzkwxb3,Emergency Department (ED),Q2_1,3
Post,R_78Q4sKaBMzkwxb3,Emergency Department (ED),Q2_2,2
Post,R_78Q4sKaBMzkwxb3,Emergency Department (ED),Q2_3,4
Post,R_78Q4sKaBMzkwxb3,Emergency Department (ED),Q2_4,2
Post,R_78Q4sKaBMzkwxb3,Emergency Department (ED),Q2_5,2
Post,R_1lDe7p3HeDBKk00,Emergency Department (ED),Q2_1,5
Post,R_1lDe7p3HeDBKk00,Emergency Department (ED),Q2_2,5
Post,R_1lDe7p3HeDBKk00,Emergency Department (ED),Q2_3,5
Post,R_1lDe7p3HeDBKk00,Emergency Department (ED),Q2_4,5
Post,R_1lDe7p3HeDBKk00,Emergency Department (ED),Q2_5,5
Post,R_1xp1bQB6ZJrd5HH,Emergency Department (ED),Q2_1,2
Post,R_1xp1bQB6ZJrd5HH,Emergency Department (ED),Q2_2,3
Post,R_1xp1bQB6ZJrd5HH,Emergency Department (ED),Q2_3,4
Post,R_1xp1bQB6ZJrd5HH,Emergency Department (ED),Q2_4,4
Post,R_1xp1bQB6ZJrd5HH,Emergency Department (ED),Q2_5,3
Post,R_1ncKN3MkV0j0iBL,Emergency Department (ED),Q2_1,4
Post,R_1ncKN3MkV0j0iBL,Emergency Department (ED),Q2_2,4
Post,R_1ncKN3MkV0j0iBL,Emergency Department (ED),Q2_3,4
Post,R_1ncKN3MkV0j0iBL,Emergency Department (ED),Q2_4,4
Post,R_1ncKN3MkV0j0iBL,Emergency Department (ED),Q2_5,4
Post,R_1RrT85LbWqQIGwU,Emergency Department (ED),Q2_1,4
Post,R_1RrT85LbWqQIGwU,Emergency Department (ED),Q2_2,3
Post,R_1RrT85LbWqQIGwU,Emergency Department (ED),Q2_3,4
Post,R_1RrT85LbWqQIGwU,Emergency Department (ED),Q2_4,4
Post,R_1RrT85LbWqQIGwU,Emergency Department (ED),Q2_5,4
Post,R_3pxI2IBQGniC3I4,Emergency Department (ED),Q2_1,3
Post,R_3pxI2IBQGniC3I4,Emergency Department (ED),Q2_2,4
Post,R_3pxI2IBQGniC3I4,Emergency Department (ED),Q2_3,3
Post,R_3pxI2IBQGniC3I4,Emergency Department (ED),Q2_4,5
Post,R_3pxI2IBQGniC3I4,Emergency Department (ED),Q2_5,4
Post,R_3bOipZiZB2Ti2tZ,Other,Q2_1,3
Post,R_3bOipZiZB2Ti2tZ,Other,Q2_2,3
Post,R_3bOipZiZB2Ti2tZ,Other,Q2_3,3
Post,R_3bOipZiZB2Ti2tZ,Other,Q2_4,3
Post,R_3bOipZiZB2Ti2tZ,Other,Q2_5,3
Post,R_6l48Ui7uDH8AteA,Emergency Department (ED),Q2_1,2
Post,R_6l48Ui7uDH8AteA,Emergency Department (ED),Q2_2,2
Post,R_6l48Ui7uDH8AteA,Emergency Department (ED),Q2_3,4
Post,R_6l48Ui7uDH8AteA,Emergency Department (ED),Q2_4,2
Post,R_6l48Ui7uDH8AteA,Emergency Department (ED),Q2_5,2
Post,R_3e2oJQRVLuzWtF6,Emergency Department (ED),Q2_1,4
Post,R_3e2oJQRVLuzWtF6,Emergency Department (ED),Q2_2,4
Post,R_3e2oJQRVLuzWtF6,Emergency Department (ED),Q2_3,4
Post,R_3e2oJQRVLuzWtF6,Emergency Department (ED),Q2_4,4
Post,R_3e2oJQRVLuzWtF6,Emergency Department (ED),Q2_5,4
Post,R_514xxAzB4PCvc9w,Emergency Department (ED),Q2_1,3
Post,R_514xxAzB4PCvc9w,Emergency Department (ED),Q2_2,3
Post,R_514xxAzB4PCvc9w,Emergency Department (ED),Q2_3,4
Post,R_514xxAzB4PCvc9w,Emergency Department (ED),Q2_4,5
Post,R_514xxAzB4PCvc9w,Emergency Department (ED),Q2_5,4
Post,R_3kF7miazvdc5tzP,Emergency Department (ED),Q2_1,2
Post,R_3kF7miazvdc5tzP,Emergency Department (ED),Q2_2,3
Post,R_3kF7miazvdc5tzP,Emergency Department (ED),Q2_3,4
Post,R_3kF7miazvdc5tzP,Emergency Department (ED),Q2_4,5
Post,R_3kF7miazvdc5tzP,Emergency Department (ED),Q2_5,4
Post,R_1FRJXJcEU5k0J6c,Other,Q2_1,3
Post,R_1FRJXJcEU5k0J6c,Other,Q2_2,3
Post,R_1FRJXJcEU5k0J6c,Other,Q2_3,4
Post,R_1FRJXJcEU5k0J6c,Other,Q2_4,2
Post,R_1FRJXJcEU5k0J6c,Other,Q2_5,2
Post,R_7VFa6uIk9jpAnDO,Emergency Department (ED),Q2_1,4
Post,R_7VFa6uIk9jpAnDO,Emergency Department (ED),Q2_2,4
Post,R_7VFa6uIk9jpAnDO,Emergency Department (ED),Q2_3,4
